,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.hardware.camera2.params.RecommendedStreamConfigurationMap: Set getValidOutputFormatsForInput(int)>,,,Get the image format output formats for a reprocessing input format. For more information refer to StreamConfigurationMap#getValidOutputFormatsForInput .,"Set < Integer > a non-modifiable set of Integer formats
 
 This value may be null . |||",inputFormat int : Value is ImageFormat.UNKNOWN  ImageFormat.RGB_565  ImageFormat.YV12  ImageFormat.Y8 android.graphics.ImageFormat.Y16 ImageFormat.NV16  ImageFormat.NV21  ImageFormat.YUY2  ImageFormat.JPEG  ImageFormat.DEPTH_JPEG  ImageFormat.YUV_420_888  ImageFormat.YUV_422_888  ImageFormat.YUV_444_888  ImageFormat.FLEX_RGB_888  ImageFormat.FLEX_RGBA_8888  ImageFormat.RAW_SENSOR  ImageFormat.RAW_PRIVATE  ImageFormat.RAW10  ImageFormat.RAW12  ImageFormat.DEPTH16  ImageFormat.DEPTH_POINT_CLOUD android.graphics.ImageFormat.RAW_DEPTH ImageFormat.PRIVATE or ImageFormat.HEIC |||,29.0
<android.media.audiofx.DynamicsProcessing: DynamicsProcessing.Config getConfig()>,,,Returns the Config object used to setup this effect.,DynamicsProcessing.Config Config Current Config object used to setup this DynamicsProcessing effect. |||,,28.0
<android.widget.NumberPicker: int getSelectionDividerHeight()>,,,"Retrieve the height for the divider that separates the currently selected value from the
 others. This units of this value are pixels.","int The height of the divider
 
 This units of this value are pixels.
 {} |||",,29.0
<android.view.View: int getAttributeResolutionStack(int)>,,,"Returns the ordered list of resource ID that are considered when resolving attribute values
 for this View . The list will include layout resource ID if the View is inflated from
 XML. It will also include a set of explicit styles if specified in XML using style=""..."" . Finally it will include the default styles resolved from the theme. Note: this method will only return actual values if the view attribute debugging
 is enabled in Android developer options.","int[] ordered list of resource ID that are considered when resolving attribute values for
 this View .
 
 This value will never be null . |||",attribute int : Attribute resource ID for which the resolution stack should be returned. |||,29.0
<android.service.autofill.UserData: int getMaxUserDataSize()>,,,Gets the maximum number of values that can be added to a UserData .,int |||,,28.0
"<android.text.DynamicLayout.Builder: DynamicLayout.Builder setLineSpacing(float,float)>",,,Set line spacing parameters. Each line will have its line spacing multiplied by spacingMult and then increased by spacingAdd . The default is 0.0 for spacingAdd and 1.0 for spacingMult .,"DynamicLayout.Builder this builder useful for chaining
 This value will never be null . |||","spacingAdd float : the amount of line spacing addition |||
spacingMult float : the line spacing multiplier
Value is 0.0 or greater |||",28.0
<javax.net.ssl.SSLParameters: String getApplicationProtocols()>,,,"Returns a prioritized array of application-layer protocol names that
 can be negotiated over the SSL/TLS protocols. The array could be empty (zero-length) in which case protocol
 indications will not be used. This method will return a new array each time it is invoked.","String[] a non-null possibly zero-length array of application protocol String s.  The array is ordered based on protocol
         preference with protocols[0] being the most preferred. |||",,29.0
<android.media.Session2CommandGroup.Builder: Session2CommandGroup.Builder removeCommand(Session2Command)>,,,Removes a command from this group which matches given command .,Session2CommandGroup.Builder |||,"command Session2Command : A command to find. Shouldn't be null .
This value must never be null . |||",29.0
<android.media.AudioRecord.Builder: AudioRecord.Builder setAudioPlaybackCaptureConfig(AudioPlaybackCaptureConfiguration)>,,,Sets the AudioRecord to record audio played by other apps.,AudioRecord.Builder |||,"config AudioPlaybackCaptureConfiguration : Defines what apps to record audio from (i.e. via either their uid or
the type of audio).
This value must never be null . |||",29.0
"<android.app.backup.BackupAgent: void onRestore(BackupDataInput,long,ParcelFileDescriptor)>",,,"New version of onRestore(android.app.backup.BackupDataInput int android.os.ParcelFileDescriptor) that handles a long app version code.  Default implementation casts the version code to
 an int and calls onRestore(android.app.backup.BackupDataInput int android.os.ParcelFileDescriptor) .",void,"data BackupDataInput |||
appVersionCode long |||
newState ParcelFileDescriptor |||",28.0
"<android.app.slice.Slice.Builder: Slice.Builder addIcon(Icon,String,List)>",,,Add an image to the slice being constructed,Slice.Builder |||,"icon Icon |||
subType String : Optional template-specific type information
This value may be null .
Value is Slice.SUBTYPE_COLOR  Slice.SUBTYPE_CONTENT_DESCRIPTION  Slice.SUBTYPE_MAX  Slice.SUBTYPE_MESSAGE  Slice.SUBTYPE_PRIORITY  Slice.SUBTYPE_RANGE  Slice.SUBTYPE_SOURCE  Slice.SUBTYPE_TOGGLE  Slice.SUBTYPE_VALUE or Slice.SUBTYPE_LAYOUT_DIRECTION |||
hints List : Value is Slice.HINT_TITLE  Slice.HINT_LIST  Slice.HINT_LIST_ITEM  Slice.HINT_LARGE  Slice.HINT_ACTIONS  Slice.HINT_SELECTED  Slice.HINT_NO_TINT  Slice.HINT_SHORTCUT android.app.slice.Slice.HINT_TOGGLE Slice.HINT_HORIZONTAL  Slice.HINT_PARTIAL  Slice.HINT_SEE_MORE  Slice.HINT_KEYWORDS  Slice.HINT_ERROR  Slice.HINT_TTL  Slice.HINT_LAST_UPDATED or Slice.HINT_PERMISSION_REQUEST |||",28.0
"<android.media.audiofx.DynamicsProcessing.Config.Builder: DynamicsProcessing.Config.Builder setInputGainByChannelIndex(int,float)>",,,,DynamicsProcessing.Config.Builder |||,"channelIndex int |||
inputGain float |||",28.0
"<android.app.Service: void startForeground(int,Notification,int)>",,,"An overloaded version of startForeground(int android.app.Notification) with additional
 foregroundServiceType parameter. Apps built with SDK version Build.VERSION_CODES.Q or later can specify
 the foreground service types using attribute R.attr.foregroundServiceType in
 service element of manifest file. The value of attribute R.attr.foregroundServiceType can be multiple flags ORed together. The foregroundServiceType parameter must be a subset flags of what is specified in manifest
 attribute R.attr.foregroundServiceType if not an IllegalArgumentException is
 thrown. Specify foregroundServiceType parameter as ServiceInfo.FOREGROUND_SERVICE_TYPE_MANIFEST to use all flags that
 is specified in manifest attribute foregroundServiceType.",void,"id int : The identifier for this notification as per NotificationManager#notify(int Notification) ; must not be 0. |||
notification Notification : The Notification to be displayed.
This value must never be null . |||
foregroundServiceType int : must be a subset flags of manifest attribute R.attr.foregroundServiceType flags.
Value is either 0 or a combination of ServiceInfo.FOREGROUND_SERVICE_TYPE_MANIFEST  ServiceInfo.FOREGROUND_SERVICE_TYPE_NONE  ServiceInfo.FOREGROUND_SERVICE_TYPE_DATA_SYNC  ServiceInfo.FOREGROUND_SERVICE_TYPE_MEDIA_PLAYBACK  ServiceInfo.FOREGROUND_SERVICE_TYPE_PHONE_CALL  ServiceInfo.FOREGROUND_SERVICE_TYPE_LOCATION  ServiceInfo.FOREGROUND_SERVICE_TYPE_CONNECTED_DEVICE  ServiceInfo.FOREGROUND_SERVICE_TYPE_MEDIA_PROJECTION  ServiceInfo.FOREGROUND_SERVICE_TYPE_CAMERA and ServiceInfo.FOREGROUND_SERVICE_TYPE_MICROPHONE |||",29.0
"<android.telephony.RadioAccessSpecifier: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",28.0
<android.icu.text.Bidi: int getLogicalMap()>,,,"Get a logical-to-visual index map (array) for the characters in the Bidi (paragraph or line) object. Some values in the map may be MAP_NOWHERE if the
 corresponding text characters are Bidi controls removed from the visual
 output by the option OPTION_REMOVE_CONTROLS . When the visual output is altered by using options of writeReordered() such as INSERT_LRM_FOR_NUMERIC  KEEP_BASE_COMBINING  OUTPUT_REVERSE  REMOVE_BIDI_CONTROLS the visual positions returned may not
 be correct. It is advised to use when possible reordering options
 such as OPTION_INSERT_MARKS and OPTION_REMOVE_CONTROLS . Note that in right-to-left runs this mapping places
 second surrogates before first ones (which is generally a bad idea)
 and combining characters before base characters.
 Use of writeReordered(int) optionally with the KEEP_BASE_COMBINING option can be considered instead
 of using the mapping in order to avoid these issues.",int[] an array of getProcessedLength() indexes which will reflect the reordering of the characters. The index map will result in indexMap[logicalIndex]==visualIndex where indexMap represents the returned array. |||,,29.0
<android.app.RemoteInput.Builder: RemoteInput.Builder setEditChoicesBeforeSending(int)>,,,"Specifies whether tapping on a choice should let the user edit the input before it is
 sent to the app. The default is RemoteInput.EDIT_CHOICES_BEFORE_SENDING_AUTO .

 It cannot be used if setAllowFreeFormInput(boolean) has been set to false.",RemoteInput.Builder This value will never be null . |||,editChoicesBeforeSending int : Value is RemoteInput.EDIT_CHOICES_BEFORE_SENDING_AUTO  RemoteInput.EDIT_CHOICES_BEFORE_SENDING_DISABLED or RemoteInput.EDIT_CHOICES_BEFORE_SENDING_ENABLED |||,29.0
