,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.hardware.camera2.params.RecommendedStreamConfigurationMap: Set getOutputFormats()>,,,Get the image format output formats in this stream configuration. For more information refer to StreamConfigurationMap#getOutputFormats .,"Set < Integer > a non-modifiable set of Integer formats
 
 This value will never be null . |||",,29
<android.hardware.camera2.params.SessionConfiguration: int getSessionType()>,,,Retrieve the type of the capture session.,"int The capture session type.
 
 Value is SESSION_REGULAR or SESSION_HIGH_SPEED |||",,28
<android.hardware.camera2.params.SessionConfiguration: int hashCode()>,,,"Returns a hash code value for the object. This method is
 supported for the benefit of hash tables such as those provided by HashMap . The general contract of hashCode is: Whenever it is invoked on the same object more than once during
     an execution of a Java application the hashCode method
     must consistently return the same integer provided no information
     used in equals comparisons on the object is modified.
     This integer need not remain consistent from one execution of an
     application to another execution of the same application. 
If two objects are equal according to the equals(Object) method then calling the hashCode method on each of
     the two objects must produce the same integer result. 
It is not required that if two objects are unequal
     according to the equals(java.lang.Object) method then calling the hashCode method on each of the
     two objects must produce distinct integer results.  However the
     programmer should be aware that producing distinct integer results
     for unequal objects may improve the performance of hash tables. 
As much as is reasonably practical the hashCode method defined by
 class Object does return distinct integers for distinct
 objects. (This is typically implemented by converting the internal
 address of the object into an integer but this implementation
 technique is not required by the
 Java™ programming language.)",int a hash code value for this object. |||,,28
<android.hardware.camera2.params.SessionConfiguration: List getOutputConfigurations()>,,,Retrieve the OutputConfiguration list for the capture session.,List < OutputConfiguration > A list of output configurations for the capture session. |||,,28
<android.hardware.camera2.params.SessionConfiguration: void setSessionParameters(CaptureRequest)>,,,"Sets the session wide camera parameters (see CaptureRequest ). This argument can
 be set for every supported session type and will be passed to the camera device as part
 of the capture session initialization. Session parameters are a subset of the available
 capture request parameters (see CameraCharacteristics#getAvailableSessionKeys )
 and their application can introduce internal camera delays. To improve camera performance
 it is suggested to change them sparingly within the lifetime of the capture session and
 to pass their initial values as part of this method.",void,"params CaptureRequest : A capture request that includes the initial values for any available
session wide capture keys. Tags (see CaptureRequest.Builder#setTag ) and
output targets (see CaptureRequest.Builder#addTarget ) are ignored if
set. Parameter values not part of CameraCharacteristics#getAvailableSessionKeys will also be ignored. It
is recommended to build the session parameters using the same template type as
the initial capture request so that the session and initial request parameters
match as much as possible. |||",28
<android.hardware.camera2.TotalCaptureResult: Map getPhysicalCameraResults()>,,,"Get the map between physical camera ids and their capture result metadata This function can be called for logical multi-camera devices which are devices that have
 REQUEST_AVAILABLE_CAPABILITIES_LOGICAL_MULTI_CAMERA capability and calls to CameraCharacteristics#getPhysicalCameraIds return a non-empty set of physical devices that
 are backing the logical camera. If one or more streams from the underlying physical cameras were requested by the
 corresponding capture request this function returns the result metadata for those physical
 cameras. Otherwise an empty map is returned.",Map < String  CaptureResult > unmodifiable map between physical camera ids and their capture result metadata |||,,28
"<android.icu.text.Bidi: Bidi setLine(int,int)>",,,"setLine() returns a Bidi object to
 contain the reordering information especially the resolved levels
 for all the characters in a line of text. This line of text is
 specified by referring to a Bidi object representing
 this information for a piece of text containing one or more paragraphs
 and by specifying a range of indexes in this text. In the new line object the indexes will range from 0 to limit-start-1 . This is used after calling setPara() for a piece of text and after line-breaking on that text.
 It is not necessary if each paragraph is treated as a single line. After line-breaking rules (L1) and (L2) for the treatment of
 trailing WS and for reordering are performed on
 a Bidi object that represents a line. Important: the line Bidi object may
 reference data within the global text Bidi object.
 You should not alter the content of the global text object until
 you are finished using the line object.",Bidi a Bidi object that will now represent a line of the text. |||,"start int : is the line's first index into the text. |||
limit int : is just behind the line's last index into the text
(its last index +1). |||",29
<android.icu.text.Bidi: BidiClassifier getCustomClassifier()>,,,"Gets the current custom class classifier used for Bidi class
 determination.",BidiClassifier An instance of class BidiClassifier |||,,29
<android.icu.text.Bidi: boolean isInverse()>,,,"Is this Bidi object set to perform the inverse Bidi
 algorithm? Note: calling this method after setting the reordering mode with setReorderingMode will return true if the
 reordering mode was set to REORDER_INVERSE_NUMBERS_AS_L  false for all other values.","boolean true if the Bidi object is set to
 perform the inverse Bidi algorithm by handling numbers as L. |||",,29
"<android.icu.text.Bidi: boolean requiresBidi(char,int,int)>",,,"Return true if the specified text requires bidi analysis. If this returns
 false the text will display left-to-right. Clients can then avoid
 constructing a Bidi object. Text in the Arabic Presentation Forms area of
 Unicode is presumed to already be shaped and ordered for display and so
 will not cause this method to return true.",boolean true if the range of characters requires bidi analysis |||,"text char : the text containing the characters to test |||
start int : the start of the range of characters to test |||
limit int : the limit of the range of characters to test |||",29
<android.icu.text.Bidi: byte getDirection()>,,,Get the directionality of the text.,"byte a value of LTR  RTL or MIXED that indicates if the entire text
         represented by this object is unidirectional
         and which direction or if it is mixed-directional. |||",,29
<android.icu.text.Bidi: byte getLevels()>,,,"Get an array of levels for each character. Note that this method may allocate memory under some
 circumstances unlike getLevelAt() .","byte[] The levels array for the text
         or null if an error occurs. |||",,29
<android.icu.text.Bidi: char getText()>,,,Get the text.,char[] A char array containing the text that the Bidi object was created for. |||,,29
<android.icu.text.Bidi: int getBaseLevel()>,,,Return the base level (0 if left-to-right 1 if right-to-left).,int the base level |||,,29
<android.icu.text.Bidi: int getLogicalIndex(int)>,,,"Get the logical text position from a visual position.
 If such a mapping is used many times on the same Bidi object then calling getVisualMap() is more efficient. The value returned may be MAP_NOWHERE if there is no
 logical position because the corresponding text character is a Bidi
 mark inserted in the output by option OPTION_INSERT_MARKS . This is the inverse method to getVisualIndex() . When the visual output is altered by using options of writeReordered() such as INSERT_LRM_FOR_NUMERIC  KEEP_BASE_COMBINING  OUTPUT_REVERSE  REMOVE_BIDI_CONTROLS the logical position returned may not
 be correct. It is advised to use when possible reordering options
 such as OPTION_INSERT_MARKS and OPTION_REMOVE_CONTROLS .",int The index of this character in the text. |||,visualIndex int : is the visual position of a character. |||,29
