,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
"<android.app.slice.SliceProvider: Slice onBindSlice(Uri,Set)>",,,"Implemented to create a slice. onBindSlice should return as quickly as possible so that the UI tied
 to this slice can be responsive. No network or other IO will be allowed
 during onBindSlice. Any loading that needs to be done should happen
 in the background with a call to ContentResolver#notifyChange(Uri ContentObserver) when the app is ready to provide the complete data in onBindSlice. The slice returned should have a spec that is compatible with one of
 the supported specs.",Slice |||,"sliceUri Uri : Uri to bind. |||
supportedSpecs Set : List of supported specs. |||",28.0
<android.icu.text.Edits.Iterator: int destinationIndex()>,,,The start index of the current span in the destination string; the span has length newLength() .,int the current index into the full destination string |||,,29.0
<android.graphics.ImageDecoder: boolean isDecodeAsAlphaMaskEnabled()>,,,"Return whether to treat single channel input as alpha. This returns whether setDecodeAsAlphaMaskEnabled(boolean) was set to true . It may still return true even if the image has
  more than one channel and therefore will not be treated as an alpha
  mask.",boolean |||,,28.0
<android.icu.text.DecimalFormatSymbols: String getPlusSignString()>,,,[icu] Returns the string used to represent plus sign.,String the plus sign string |||,,28.0
<android.telephony.mbms.FileServiceInfo: List getFiles()>,,,,"List < FileInfo > A list of files available from this service. Note that this list may not be
 exhaustive -- the middleware may not have information on all files that are available.
 Consult the carrier for an authoritative and exhaustive list. |||",,28.0
"<android.app.admin.DevicePolicyManager: void setSystemSetting(ComponentName,String,String)>",,,"Called by a device or profile owner to update Settings.System settings. Validation that the value of the setting is in the correct form for the setting
 type should be performed by the caller. The settings that can be updated by a device owner or profile owner of secondary user with
 this method are: Settings.System.SCREEN_BRIGHTNESS 
Settings.System.SCREEN_BRIGHTNESS_MODE 
Settings.System.SCREEN_OFF_TIMEOUT",void,"admin ComponentName : Which DeviceAdminReceiver this request is associated with.
This value must never be null . |||
setting String : The name of the setting to update.
This value must never be null .
Value is Settings.System.SCREEN_BRIGHTNESS_MODE  Settings.System.SCREEN_BRIGHTNESS android.provider.Settings.System.SCREEN_BRIGHTNESS_FLOAT or Settings.System.SCREEN_OFF_TIMEOUT |||
value String : The value to update the setting to. |||",28.0
<android.view.View: BlendMode getForegroundTintBlendMode()>,,,"Return the blending mode used to apply the tint to the foreground
 drawable if specified. Related XML Attributes: android:foregroundTintMode","BlendMode the blending mode used to apply the tint to the foreground
         drawable
 This value may be null . |||",,29.0
"<android.media.audiofx.DynamicsProcessing: void setPostEqBandByChannelIndex(int,int,DynamicsProcessing.EqBand)>",,,,void,"channelIndex int |||
band int |||
postEqBand DynamicsProcessing.EqBand |||",28.0
<android.view.accessibility.AccessibilityNodeInfo: AccessibilityNodeInfo.TouchDelegateInfo getTouchDelegateInfo()>,,,"Get the TouchDelegateInfo for touch delegate behavior with the represented view.
 It is possible for the same node to be pointed to by several regions. Use TouchDelegateInfo#getRegionAt(int) to get touch delegate target Region and TouchDelegateInfo#getTargetForRegion(Region) for AccessibilityNodeInfo from
 the given region.",AccessibilityNodeInfo.TouchDelegateInfo TouchDelegateInfo or null if there are no touch delegates. |||,,29.0
<android.view.MotionEvent: float getRawY(int)>,,,"Returns the original raw Y coordinate of this event.  For touch
 events on the screen this is the original location of the event
 on the screen before it had been adjusted for the containing window
 and views.",float |||,"pointerIndex int : Raw index of pointer to retrieve.  Value may be from 0
(the first pointer that is down) to getPointerCount() -1. |||",29.0
<android.app.slice.SliceItem: Bundle getBundle()>,,,,Bundle The parcelable held by this FORMAT_BUNDLE SliceItem |||,,28.0
<android.view.textclassifier.TextSelection.Request: int getEndIndex()>,,,Returns end index of the selected part of text.,int Value is 0 or greater |||,,28.0
<android.media.session.MediaSessionManager.RemoteUserInfo: int getUid()>,,,,int uid of the controller |||,,28.0
<android.net.http.SslCertificate: X509Certificate getX509Certificate()>,,,,X509Certificate The X509Certificate used to create this SslCertificate or null if no certificate was provided. |||,,29.0
<android.net.TrafficStats: void setThreadStatsUid(int)>,,,"Set specific UID to use when accounting Socket traffic
 originating from the current thread. Designed for use when performing an
 operation on behalf of another application or when another application
 is performing operations on your behalf. Any app can accept blame for traffic performed on a socket
 originally created by another app by calling this method with the Os.getuid() value. However only apps holding the android.Manifest.permission#UPDATE_DEVICE_STATS permission may assign blame to another UIDs. Changes only take effect during subsequent calls to tagSocket(java.net.Socket) .",void,uid int |||,28.0
"<android.text.style.LineHeightSpan.Standard: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",29.0
<android.service.notification.NotificationListenerService.Ranking: List getSmartActions()>,,,Returns a list of smart Notification.Action that can be added by the NotificationAssistantService,List < Notification.Action > This value will never be null . |||,,29.0
<android.graphics.RecordingCanvas: int getMaximumBitmapWidth()>,,,"Returns the maximum allowed width for bitmaps drawn with this canvas.
 Attempting to draw with a bitmap wider than this value will result
 in an error.",int |||,,29.0
<android.graphics.RenderNode: boolean setHasOverlappingRendering(boolean)>,,,"Sets whether the display list renders content which overlaps. Non-overlapping rendering
 can use a fast path for alpha that avoids rendering to an offscreen buffer. By default
 display lists consider they do not have overlapping content.",boolean |||,"hasOverlappingRendering boolean : False if the content is guaranteed to be non-overlapping
true otherwise. |||",29.0
"<android.app.usage.EventStats: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",28.0
"<android.net.wifi.rtt.ResponderLocation: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"parcel Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",29.0
<android.graphics.RecordingCanvas: void setBitmap(Bitmap)>,,,"Specify a bitmap for the canvas to draw into. All canvas state such as
 layers filters and the save/restore stack are reset. Additionally
 the canvas' target density is updated to match that of the bitmap.

 Prior to API level android.os.Build.VERSION_CODES.O Build.VERSION_CODES.O the current matrix and
 clip stack were preserved.",void,"bitmap Bitmap : Specifies a mutable bitmap for the canvas to draw into.
This value may be null . |||",29.0
<android.telephony.mbms.DownloadRequest: Uri getSourceUri()>,,,,Uri The source URI to download from |||,,28.0
"<android.os.FileUtils: long copy(FileDescriptor,FileDescriptor)>",,,"Copy the contents of one FD to another. Attempts to use several optimization strategies to copy the data in the
 kernel before falling back to a userspace copy as a last resort.",long number of bytes copied. |||,"in FileDescriptor : This value must never be null . |||
out FileDescriptor : This value must never be null . |||",29.0
